paper_id,title
1366-MAIN,TimeMachine-bench: A Benchmark on Evaluating Model's Capability on Repository-level Migration Tasks
1070-FIND,DFPE: A Diverse Fingerprint Ensemble for Enhancing LLM Performance
150-MAIN,How effective are VLMs in assisting humans in inferring the quality of mental models from Multimodal short answers?
155-IND,D3: Dynamic Docid Decoding for Multi-Intent Generative Retrieval
1050-MAIN,CoReTab: Improving Multimodal Table Understanding with Code-driven Reasoning
438-FIND,MemeWeaver: Inter-Meme Graph Reasoning for Sexism and Misogyny Detection
371-FIND,"Garbage In, Reasoning Out? Why Benchmark Scores are Unreliable and What to Do About It"
42-SRW,A Benchmark and Evaluation of Automated Language of Study Extraction from Computational Linguistics Publications
1263-MAIN,"``Yuki Gets Sushi, David Gets Steak?'': Uncovering Gender and Racial Biases in LLM-Based Meal Recommendations"
102-IND,Feedback-Aware Prompt Optimization Framework for Generating Job Postings
816-MAIN,Detecting Latin in Historical Books with Large Language Models: A Multimodal Benchmark
296-MAIN,To Paraphrase or Not: Efficient Comment Detoxification with Unsupervised Detoxifiability Discrimination
1206-MAIN,A Review of Incorporating Psychological Theories in LLMs
1022-FIND,FLUKE: A Linguistically-Driven and Task-Agnostic Framework for Robustness Evaluation
860-MAIN,RoSE: Round-robin Synthetic Data Evaluation for Selecting LLM Generators without Human Test Sets
1086-MAIN,MAQuA: Multi-outcome Adaptive Question-Asking for Mental Health using Item Response Theory
334-FIND,NLP Privacy Risk Identification in Social Media (NLP-PRISM): A Survey
538-MAIN,Finding Culture-Sensitive Neurons in Vision-Language Models
1052-MAIN,Elections go bananas: a first large-scale multilingual study of pluralia tantum using LLMs
53-SRW,GraphRAG-Rad: Concept-Aware Radiology Report Generation via Latent Visual-Semantic Retrieval
564-FIND,Process Evaluation for Agentic Systems
1108-MAIN,RefusalBench: Generative Evaluation of Selective Refusal in Grounded Language Models
658-FIND,SIRAJ: Diverse and Efficient Red-Teaming for LLM Agents via Distilled Structured Reasoning
384-MAIN,"Mind the Gap: Benchmarking LLM Uncertainty, Discrimination, and Calibration in Specialty-Aware Clinical QA"
265-FIND,Causal Direct Preference Optimization for Language Model Alignment
1333-MAIN,Repairing Regex Vulnerabilities via Localization-Guided Instructions
25-SRW,LEMUR: Robust Fine-Tuning for Multilingual Embedding Models for Retrieval
968-FIND,Beyond Sampling: Self-Sorting for Long-Context Ranking
950-FIND,Completely Modular Fine-tuning for Dynamic Language Adaptation
309-FIND,"One Sentence, Two Embeddings: Contrastive Learning of Explicit and Implicit Semantic Representations"
151-FIND,VortexPIA: Indirect Prompt Injection Attack against LLMs for Efficient Extraction of User Privacy
115-IND,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems
312-FIND,MSC-Bench: A Rigorous Benchmark for Multi-Server Tool Orchestration
38-SRW,CAPID: Context-Aware PII Detection for Question-Answering Systems
197-MAIN,Improving German-language LLM pre-training with model-based data curation and synthetic data generation
153-SRW,Beep boop: Bot Detection as a Preprocessing Step for Polish Reddit
100-IND,Adaptive Data Flywheel: Applying MAPE Control Loops to AI Agent Improvement
516-FIND,Unveiling Decision-Making in LLMs for Text Classification : Extraction of influential and interpretable concepts with Sparse Autoencoders
1378-MAIN,Tandem Training for Language Models
613-FIND,FLAT-LLM: Fine-grained Low-rank Activation Space Transformation for Large Language Model Compression
339-FIND,"Bias in the Ear of the Listener: Assessing Sensitivity in Audio Language Models Across Linguistic, Demographic, and Positional Variations"
1379-MAIN,Can MLLM Find Their Way in a City? Exploring Emergent Navigation from Web-Scale Knowledge
145-MAIN,Detecting Training Data of Large Language Models via Expectation Maximization
393-MAIN,Large Language Models as Oracles for Ontology Alignment
554-MAIN,Breach in the Shield: Unveiling the Vulnerabilities of Large Language Models
1029-MAIN,Exploring Fine-Tuning for In-Context Retrieval and Efficient KV-Caching in Long-Context Language Models
920-FIND,Reducing Hallucinations in Language Model-based SPARQL Query Generation Using Post-Generation Memory Retrieval
667-FIND,DS$^2$-Instruct: Domain-Specific Data Synthesis for Large Language Models Instruction Tuning
784-MAIN,CASE вЂ“ Condition-Aware Sentence Embeddings for Conditional Semantic Textual Similarity Measurement
1023-MAIN,"SciRAG: Adaptive, Citation-Aware, and Outline-Guided Retrieval and Synthesis for Scientific Literature"
580-MAIN,SAFARI: A Community-Engaged Approach and Dataset of Stereotype Resources in the Sub-Saharan African Context
1365-FIND,Improving Decoder-only Language Models for Sequence Labeling through Sequence Repetition
781-MAIN,DITTO: A Spoofing Attack Framework on Watermarked LLMs via Knowledge Distillation
119-MAIN,Logic Haystacks: Probing LLMsвЂ™ Long-Context Logical Reasoning (Without Easily Identifiable Unrelated Padding)
895-FIND,Rethinking Schema Linking: A Context-Aware Bidirectional Retrieval Approach for Text-to-SQL
587-MAIN,Spotlight Your Instructions: Instruction-following with Dynamic Attention Steering
535-FIND,Unsupervised Text Style Transfer for Controllable Intensity
1049-FIND,Leveraging Digitized Newspapers to Collect Summarization Data in Low-Resource Languages
144-IND,ELO: Efficient Layer-Specific Optimization for Continual Pretraining of Multilingual LLMs
395-FIND,The Devil is in the Distributions: Explicit Modeling of Scene Content is Key in Zero-Shot Video Captioning
879-MAIN,Language Family Matters: Evaluating SpeechLLMs Across Linguistic Boundaries
1009-SRW,PATCH Dataset: Empowering Traditional Chinese Safety Classifiers for Lightweight LLM
51-FIND,Let's Put Ourselves in Sally's Shoes: Shoes-of-Others Prefixing Improves Theory of Mind in Large Language Models
806-FIND,Demystifying Mixed Outcomes of Self-Training: Pre-training Analyses on Non-Toy LLMs
91-MAIN,Intention Knowledge Graph Construction for User Intention Relation Modeling
88-MAIN,The Dog the Cat Chased Stumped the Model: Measuring When Language Models Abandon Structure for Shortcuts
962-FIND,We Are What We Repeatedly Do: Improving Long Context Instruction Following
851-MAIN,ToolDreamer: Instilling LLM Reasoning Into Tool Retrievers
69-FIND,I-MCTS: Enhancing Agentic AutoML via Introspective Monte Carlo Tree Search
819-MAIN,CliniBench: A Clinical Outcome Prediction Benchmark for Generative and Encoder-Based Language Models
381-FIND,Breaking the Illusion of Reasoning in Polish LLMs: Quality over Quantity of Thought
64-FIND,Position Paper: How Should We Responsibly Adopt LLMs in the Peer Review Process?
295-MAIN,ELLA: Efficient Lifelong Learning for Adapters in Large Language Models
195-MAIN,CORE: Measuring Multi-Agent LLM Interaction Quality under Game-Theoretic Pressures
1125-FIND,GRAFF: GRaph-Augmented Fine-grained Fusion for Large Language Models
721-MAIN,Re$^2$-DocRED: Revisiting Revisited-DocRED for Joint Entity and Relation Extraction
208-MAIN,Deconstructing Instruction-Following: A New Benchmark for Granular Evaluation of Large Language Model Instruction Compliance Abilities
183-FIND,$K$ETCHUP: $K$-Step Return Estimation for Sequential Knowledge Distillation
885-MAIN,ExStrucTiny: A Benchmark for Schema-Variable Structured Information Extraction from Document Images
932-MAIN,Multi-Token Completion for Text Anonymization
1046-MAIN,The Pluralistic Moral Gap: Understanding Moral Judgment and Value Differences between Humans and Large Language Models
147-FIND,"The Price of Thought: A Multilingual Analysis of Reasoning, Performance, and Cost of Negotiation in Large Language Models"
1195-MAIN,GRAVITY: A Framework for Personalized Text Generation via Profile-Grounded Synthetic Preferences
3081-CL,Training and Evaluating with Human Label Variation: An Empirical Study
266-MAIN,How Reliable are Confidence Estimators for Large Reasoning Models? A Systematic Benchmark on High-Stakes Domains
992-MAIN,"Nahw: A Comprehensive Benchmark of Arabic Grammar Understanding, Error Detection, Correction, and Explanation"
1312-MAIN,Engagement Undermines Safety: How Stereotypes and Toxicity Shape Humor in Language Models
683-MAIN,RAGPPI: Retrieval-Augmented Generation Benchmark for ProteinвЂ“Protein Interactions in Drug Discovery
574-MAIN,ToxiPrompt: A Two-Stage Red-Teaming Approach for Balancing Adversarial Prompt Diversity and Response Toxicity
7743-TACL,Modelling analogies and analogical reasoning: connecting cognitive science theory and NLP research.
125-MAIN,Rethinking Prompt Optimizers: From Prompt Merits to Optimization
892-FIND,Debiasing Large Language Models via Adaptive Causal Prompting with Sketch-of-Thought
81-IND,No Label? No Problem: Unsupervised Continual Learning for Adaptive Medical ASR
610-FIND,Defeating Cerberus: Privacy-Leakage Mitigation in Vision Language Models
160-IND,DisGraph-RP: Graph-Augmented Temporal Modeling with Aspect-Based Contrastive Encoding of Discharge Summary for Readmission Prediction
250-MAIN,Coordinates from Context: Using LLMs to Ground Complex Location References
645-FIND,PagedEviction: Structured Block-wise KV Cache Pruning for Efficient Large Language Model Inference
565-MAIN,TRACE: A Framework for Analyzing and Enhancing Stepwise Reasoning in Vision-Language Models
941-MAIN,"Strong Memory, Weak Control: An Empirical Study of Executive Functioning in LLMs"
887-FIND,Parameter-Efficient Routed Fine-Tuning: Mixture-of-Experts Demands Mixture of Adaptation Modules
84-SRW,Fake News Detection Strategies under Dataset Bias: Using Large-scale Coarse-grained Labels
246-FIND,Where do LLMs currently stand on biomedical NER in both clean and noisy settings ?
74-FIND,ThinkNote: Enhancing Knowledge Integration and Utilization of Large Language Models via Constructivist Cognition Modeling
73-IND,MobileCity: An Efficient Framework for Large-Scale Urban Behavior Simulation
71-MAIN,Out of Style: RAGвЂ™s Fragility to Linguistic Variation
211-MAIN,ClinSQL: A Challenging Benchmark for Patient-Similarity Cohort Reasoning in Clinical Text-to-SQL
8647-TACL,PiKGL: Leveraging Pruned Knowledge Graphs for Explainable Stance Detection
1100-MAIN,Offline Preference Optimization via Maximum Marginal Likelihood Estimation
900-MAIN,KidsArtBench: Multi-Dimensional ChildrenвЂ™s Art Evaluation with Attribute-Aware MLLMs
302-FIND,COMMUNITYNOTES: A Dataset for Exploring the Helpfulness of Fact-Checking Explanations
191-FIND,Shifting Perspectives: Steering Vectors for Robust Bias Mitigation in LLMs
280-FIND,Hire Your Anthropologist! Rethinking Culture Benchmarks Through an Anthropological Lens
1385-MAIN,CAIRE: Cultural Attribution of Images with Retrieval
327-MAIN,Respecting Temporal-Causal Consistency: EntityвЂ“Event Knowledge Graphs for Retrieval-Augmented Generation
966-MAIN,Machine translation Evaluation Eng-Thai MQM Ranking dataset
1016-MAIN,Speculative Decoding Speed-of-Light: Optimal Lower Bounds via Branching Random Walks
83-MAIN,How Quantization Shapes Bias in Large Language Models
131-MAIN,A Survey on Multilingual Mental Disorders Detection from Social Media Data
133-FIND,Persona-driven Simulation of Voting Behavior in the European Parliament with Large Language Models
939-MAIN,Evaluating Adversarial Robustness of Concept Representations in Sparse Autoencoders
1218-FIND,NL2Logic: AST-Guided Translation of Natural Language into First-Order Logic with Large Language Models
64-IND,TAGQuant: Token-Aware Clustering for Group-Wise Quantization
549-MAIN,Decision-Making with Deliberation: Meta-reviewing as a Document-grounded Dialogue
1240-MAIN,Over-Searching in Retrieval-Augmented Large Language Models
207-MAIN,STAMP: Selective Task-Aware Mechanism for Text Privacy
837-MAIN,Detecting Non-Membership in LLM Training Data via Rank Correlations
146-SRW,Thesis Proposal: Comparing Human and Model Perception of Writing Style under Controlled Perturbations
539-FIND,Binary Token-Level Classification with DeBERTa for All-Type MWE Identification: A Lightweight Approach with Linguistic Enhancement
872-MAIN,Beyond Math: Stories as a Testbed for Memorization-Constrained Reasoning in LLMs
96-IND,RegNLI: Detecting Online Product Misbranding through Legal and Linguistic Alignment
649-MAIN,Automating Android Build Repair: Bridging the Reasoning-Execution Gap in LLM Agents with Domain-Specific Tools
17-SRW,Beyond One-Step Distillation: Bridging the Capacity Gap in Small Language Models via Multi-Step Knowledge Transfer
582-MAIN,Better Generalizing to Unseen Concepts: An Evaluation Framework and An LLM-Based Auto-Labeled Pipeline for Biomedical Concept Recognition
857-FIND,FedReFT: Federated Representation Fine-Tuning with All-But-Me Aggregation
849-FIND,QFrBLiMP: a Quebec-French Benchmark of Linguistic Minimal Pairs
1230-FIND,Quantifying Data Contamination in Psychometric Evaluations of LLMs
621-MAIN,Gender and Politeness Perception: A Novel Approach for Exploring Annotations Disagreement
39-IND,KV Pareto: Systems-Level Optimization of KV Cache and Model Compression for Long Context Inference
867-MAIN,RotBench: Evaluating Multi-modal Large Language Models on Identifying Image Rotation
103-IND,Enhancing User Safety: Context-Aware Detection of Offensive Query-Ad Pairs in Multimodal Search Advertising
1411-MAIN,"Debate, Deliberate, Decide (D3): A Cost-Aware Adversarial Framework for Reliable and Interpretable LLM Evaluation"
170-IND,SkiLLens: Recognising and Mapping Novel Skills from Millions of Job Ads Across Europe Using Language Models
925-MAIN,CSPB: Conversational Speech Processing Benchmark for Self-supervised Speech Models
1258-MAIN,H-Mem: Hybrid Multi-Dimensional Memory Management for Long-Context Conversational Agents
157-SRW,Emergent Misalignment: Tracking the Emergence and Evolution of Misaligned traits throughout Model Training
940-MAIN,"Mary, the Cheeseburger-Eating Vegetarian: Do LLMs Recognize Incoherence in Narratives?"
8231-TACL,Aligned Probing: Relating Toxic Behavior and Model Internals
432-MAIN,AfriVox: Probing Multilingual and Accent Robustness of Speech LLMs
268-FIND,VaseVQA: Multimodal Agent and Benchmark for Ancient Greek Pottery
681-FIND,Conformal Feedback Alignment: Quantifying Answer-Level Reliability for Robust LLM Alignment
605-FIND,Improving Chain-of-Thought for Logical Reasoning via Attention-Aware Intervention
1131-MAIN,"H3Fusion: Helpful, Harmless, Honest Fusion of Aligned LLMs"
1084-FIND,MangaVQA and MangaLMM: A Benchmark and Specialized Model for Multimodal Manga Understanding
354-FIND,Beyond Accuracy: Alignment and Error Detection across Languages in the Bi-GSM8K Math-Teaching Benchmark
1184-FIND,Token-Wise Kernels (TWiKers) for Vicinity-Aware Attention in Transformers
388-FIND,From Semantics to Style: A Cross-Dataset Comparative Framework for Sentence Similarity Predictions
36-SRW,Generalising LLM Routing using Past Performance Retrieval: A Few-Shot Router is Sufficient
768-FIND,VIGiA: Instructional Video Guidance via Dialogue Reasoning and Retrieval
214-FIND,Personal Information Parroting in Language Models
1323-FIND,MMUIE: Massive Multi-Domain Universal Information Extraction for Long Documents
663-FIND,Steerable Agentic Data Generation for Deep Search with Execution Feedback
1186-MAIN,Detecting Subtle Biases: An Ethical Lens on Underexplored Areas in AI Language Models Biases
1060-FIND,LogToP: Logic Tree-of-Program with Table Instruction-tuned LLMs for Controlled Logical Table-to-Text Generation
622-MAIN,TempViz: On the Evaluation of Temporal Knowledge in Text-to-Image Models
902-MAIN,Steering Safely or Off a Cliff? Rethinking Specificity and Robustness in Inference-Time Interventions
967-FIND,ConRAS: Contrastive In-context Learning Framework for Retrieval-Augmented Summarization
584-MAIN,A Representation Sharpening Framework for Zero Shot Dense Retrieval
199-MAIN,Ultra-Low-Dimensional Prompt Tuning via Random Projection
414-MAIN,"When the Model Said вЂ�No CommentвЂ™, We Knew Helpfulness Was Dead, Honesty Was Alive, and Safety Was Terrified"
828-MAIN,DIVINE : Coordinating Multimodal Disentangled Representations for Oro-Facial Neurological Disorder Assessment
1282-FIND,Turn-PPO: Turn-Level Advantage Estimation with PPO for Improved Multi-Turn RL in Agentic LLMs
873-MAIN,Neural Breadcrumbs: Membership Inference Attacks on LLMs Through Hidden State and Attention Pattern Analysis
1324-MAIN,COMPACT: Building Compliance Paralegals via Clause Graph Reasoning over Contracts
859-MAIN,Pseudo-Likelihood Training for Reasoning Diffusion Language Models
368-MAIN,K-LegalDeID: A Benchmark Dataset and KLUEBERT-CRF for De-identification in Korean Court Judgments
297-FIND,"Reflect, Rewrite, Repeat: How Simple Arithmetic Enables Advanced Reasoning in Small Language Models"
492-FIND,A Simple and Efficient Learning-Style Prompting for LLM Jailbreaking
1163-MAIN,A Reinforcement Learning Framework for Robust and Secure LLM Watermarking
3005-CL,Multimodal OXYmorons: A Comprehensive Introduction and Computational Analysis Using a Dataset of Oxymoronic Memes in Italian and Spanish
1403-FIND,When Do Language Models Endorse Limitations on Human Rights Principles?
291-FIND,ReAttn: Improving Attention-based Re-ranking via Attention Re-weighting
877-MAIN,Chat-TS: Enhancing Multi-Modal Reasoning Over Time-Series and Natural Language Data
639-FIND,BayesFlow: A Probability Inference Framework for Meta-Agent Assisted Workflow Generation
1299-MAIN,Efficient Uncertainty Quantification of Language Models through Token Clustering
1285-MAIN,{AnonGuard}: A Culturally-Aware Moderation Filter for Arabic Language Models
475-MAIN,Mind Your Special Tokens! On the Importance of Dedicated Sequence-End Tokens in Vision-Language Embedding Models
350-MAIN,Korean Canonical Legal Benchmark: Toward Knowledge-Independent Evaluation of LLMs' Legal Reasoning Capabilities
1085-FIND,Hierarchical User Intent Inference with Knowledge Graph Grounding
52-IND,Retrieval Enhancements for RAG: Insights from a Deployed Customer Support Chatbot
141-IND,Long-Context Long-Form Question Answering for Legal Domain
235-MAIN,McMining: Automated Discovery of Misconceptions in Student Code
43-SRW,Who Plays Which Role? Protagonist Detection and Classification in Moral Discourse
518-MAIN,When Meanings Meet: Investigating the Emergence and Quality of Shared Concept Spaces during Multilingual Language Model Training
773-MAIN,SEMIROUTER: Sparse-Data Enhanced Routing for Adaptive Multi-LLM System
120-IND,Synthetic Data Fine-Tuning for Effective Team Formation in Enterprises
166-MAIN,PartisanLens: A Multilingual Dataset of Hyperpartisan and Conspiratorial Immigration Narratives in European Media
815-MAIN,ConvApparel: A Benchmark Dataset and Validation Framework for User Simulators in Conversational Recommenders
365-MAIN,MAViS: A Multi-Agent Framework for Long-Sequence Video Storytelling
840-MAIN,Taming Object Hallucinations with Verified Atomic Confidence Estimation
1109-MAIN,Query Decomposition for RAG: Balancing Exploration-Exploitation
409-MAIN,Form and Meaning in Intrinsic Multilingual Evaluations
